,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units,consumption-uto,consumption-uto-units,consumption-uto-btu,consumption-uto-btu-units,cost,cost-units,cost-per-btu,cost-per-btu-units,generation,generation-units,heat-content,heat-content-units,receipts,receipts-units,receipts-btu,receipts-btu-units,stocks,stocks-units,total-consumption,total-consumption-units,total-consumption-btu,total-consumption-btu-units
79,2023-12,AK,Alaska,99,All Sectors,PET,petroleum,147.761,thousand barrels,0.73459,million MMBtu,6.229,thousand barrels,0.03199,million MMBtu,,dollars per barrels,,dollars per million Btu,79.83618,thousand megawatthours,4.9781,Btu per barrels,0.66,thousand barrels,3.696,billion Btu,,thousand barrels,153.99,thousand barrels,0.76658,million MMBtu
80,2023-12,AK,Alaska,99,All Sectors,NGO,natural gas & other gases,2886.683,thousand Mcf,2.8781,million MMBtu,56.664,thousand Mcf,0.05644,million MMBtu,,dollars per Mcf,,dollars per million Btu,302.61523,thousand megawatthours,0.997,Btu per Mcf,33.055,thousand Mcf,33.055,billion Btu,,thousand Mcf,2943.347,thousand Mcf,2.93453,million MMBtu
81,2023-12,AK,Alaska,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.3955,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,115.91303,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.3955,million MMBtu
82,2023-12,AK,Alaska,99,All Sectors,COW,all coal products,32.246,thousand short tons,0.48047,million MMBtu,41.372,thousand short tons,0.62059,million MMBtu,,dollars per short tons,,dollars per million Btu,45.63602,thousand megawatthours,14.9564,Btu per short tons,15.71,thousand short tons,232.4382,billion Btu,,thousand short tons,73.618,thousand short tons,1.10106,million MMBtu
83,2023-12,AK,Alaska,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.07213,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,15.17684,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.07213,million MMBtu
84,2023-01,AL,Alabama,99,All Sectors,ALL,all fuels,0.0,thousand physical units,99.58198,million MMBtu,0.0,thousand physical units,13.11324,million MMBtu,,dollars per physical units,,dollars per million Btu,11762.94961,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,112.69522,million MMBtu
85,2023-01,AL,Alabama,99,All Sectors,REN,renewable,252.207,thousand physical units,6.08451,million MMBtu,850.307,thousand physical units,9.0851,million MMBtu,,dollars per physical units,,dollars per million Btu,1506.78331,thousand megawatthours,9.9546,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1102.514,thousand physical units,15.16961,million MMBtu
86,2023-01,AL,Alabama,99,All Sectors,PET,petroleum,6.929,thousand barrels,0.03995,million MMBtu,1.278,thousand barrels,0.00772,million MMBtu,,dollars per barrels,,dollars per million Btu,2.88451,thousand megawatthours,5.8089,Btu per barrels,24.123,thousand barrels,140.32349,billion Btu,,thousand barrels,8.207,thousand barrels,0.04767,million MMBtu
87,2023-01,AL,Alabama,99,All Sectors,NUC,nuclear,0.0,thousand physical units,42.9156,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,4107.542,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,42.9156,million MMBtu
88,2023-01,AL,Alabama,99,All Sectors,NGO,natural gas & other gases,31882.345,thousand Mcf,32.95761,million MMBtu,3884.951,thousand Mcf,4.02041,million MMBtu,,dollars per Mcf,,dollars per million Btu,4424.18133,thousand megawatthours,1.0339,Btu per Mcf,31392.73,thousand Mcf,32398.14089,billion Btu,,thousand Mcf,35767.296,thousand Mcf,36.97803,million MMBtu
89,2023-01,AL,Alabama,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,4.062,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1190.50473,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,4.062,million MMBtu
90,2023-01,AL,Alabama,99,All Sectors,COW,all coal products,985.332,thousand short tons,17.58431,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,56.86,dollars per short tons,3.1264,dollars per million Btu,1721.55845,thousand megawatthours,17.8461,Btu per short tons,1234.982,thousand short tons,22460.05014,billion Btu,,thousand short tons,985.332,thousand short tons,17.58431,million MMBtu
91,2023-01,AL,Alabama,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.02251,million MMBtu,0.0,thousand physical units,9.0851,million MMBtu,,dollars per physical units,,dollars per million Btu,316.27858,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,11.10761,million MMBtu
92,2023-02,AL,Alabama,99,All Sectors,ALL,all fuels,0.0,thousand physical units,83.10337,million MMBtu,0.0,thousand physical units,12.13846,million MMBtu,,dollars per physical units,,dollars per million Btu,10090.30503,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,95.24183,million MMBtu
93,2023-02,AL,Alabama,99,All Sectors,REN,renewable,235.922,thousand physical units,5.35702,million MMBtu,829.184,thousand physical units,8.67448,million MMBtu,,dollars per physical units,,dollars per million Btu,1311.67071,thousand megawatthours,9.8128,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1065.106,thousand physical units,14.0315,million MMBtu
94,2023-02,AL,Alabama,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.9432,Btu per barrels,8.758,thousand barrels,50.94529,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
95,2023-02,AL,Alabama,99,All Sectors,NUC,nuclear,0.0,thousand physical units,33.31718,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,3188.857,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,33.31718,million MMBtu
96,2023-02,AL,Alabama,99,All Sectors,NGO,natural gas & other gases,31302.828,thousand Mcf,32.25352,million MMBtu,3347.727,thousand Mcf,3.45744,million MMBtu,,dollars per Mcf,,dollars per million Btu,4441.00213,thousand megawatthours,1.0306,Btu per Mcf,27113.067,thousand Mcf,27945.93253,billion Btu,,thousand Mcf,34650.555,thousand Mcf,35.71096,million MMBtu
97,2023-02,AL,Alabama,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,3.416,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1001.1735,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.416,million MMBtu
98,2023-02,AL,Alabama,99,All Sectors,COW,all coal products,665.507,thousand short tons,12.1735,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,59.32,dollars per short tons,3.2419,dollars per million Btu,1148.51412,thousand megawatthours,18.2921,Btu per short tons,929.364,thousand short tons,17005.99504,billion Btu,,thousand short tons,665.507,thousand short tons,12.1735,million MMBtu
99,2023-02,AL,Alabama,99,All Sectors,AOR,all renewables,0.0,thousand physical units,1.94102,million MMBtu,0.0,thousand physical units,8.67448,million MMBtu,,dollars per physical units,,dollars per million Btu,310.49721,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,10.6155,million MMBtu
100,2023-03,AL,Alabama,99,All Sectors,ALL,all fuels,0.0,thousand physical units,90.93937,million MMBtu,0.0,thousand physical units,12.51465,million MMBtu,,dollars per physical units,,dollars per million Btu,11092.40611,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,103.45402,million MMBtu
101,2023-03,AL,Alabama,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,3.68665,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1080.49626,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,3.68665,million MMBtu
102,2023-03,AL,Alabama,99,All Sectors,COW,all coal products,868.77,thousand short tons,15.5659,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,56.07,dollars per short tons,3.0641,dollars per million Btu,1491.2796,thousand megawatthours,17.9172,Btu per short tons,1191.52,thousand short tons,21802.63599,billion Btu,,thousand short tons,868.77,thousand short tons,15.5659,million MMBtu
103,2023-03,AL,Alabama,99,All Sectors,REN,renewable,226.258,thousand physical units,5.69584,million MMBtu,805.62,thousand physical units,8.73682,million MMBtu,,dollars per physical units,,dollars per million Btu,1421.6301,thousand megawatthours,10.0993,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1031.878,thousand physical units,14.43266,million MMBtu
104,2023-03,AL,Alabama,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,6.0094,Btu per barrels,5.899,thousand barrels,34.31448,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
105,2023-03,AL,Alabama,99,All Sectors,NUC,nuclear,0.0,thousand physical units,35.84283,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,3430.592,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,35.84283,million MMBtu
106,2023-03,AL,Alabama,99,All Sectors,NGO,natural gas & other gases,32900.469,thousand Mcf,33.83256,million MMBtu,3657.277,thousand Mcf,3.77069,million MMBtu,,dollars per Mcf,,dollars per million Btu,4748.6517,thousand megawatthours,1.0286,Btu per Mcf,30879.165,thousand Mcf,31725.09815,billion Btu,,thousand Mcf,36557.746,thousand Mcf,37.60325,million MMBtu
107,2023-03,AL,Alabama,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.00919,million MMBtu,0.0,thousand physical units,8.73682,million MMBtu,,dollars per physical units,,dollars per million Btu,341.13384,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,10.74601,million MMBtu
108,2023-04,AL,Alabama,99,All Sectors,REN,renewable,221.387,thousand physical units,4.51904,million MMBtu,707.515,thousand physical units,7.80033,million MMBtu,,dollars per physical units,,dollars per million Btu,1067.61662,thousand megawatthours,10.2254,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,928.902,thousand physical units,12.31937,million MMBtu
109,2023-04,AL,Alabama,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.7679,Btu per barrels,0.179,thousand barrels,1.04124,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
110,2023-04,AL,Alabama,99,All Sectors,NUC,nuclear,0.0,thousand physical units,38.69759,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,3703.828,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,38.69759,million MMBtu
111,2023-04,AL,Alabama,99,All Sectors,NGO,natural gas & other gases,27800.236,thousand Mcf,28.67245,million MMBtu,3376.63,thousand Mcf,3.49092,million MMBtu,,dollars per Mcf,,dollars per million Btu,3918.65117,thousand megawatthours,1.0316,Btu per Mcf,25988.589,thousand Mcf,26783.94389,billion Btu,,thousand Mcf,31176.866,thousand Mcf,32.16337,million MMBtu
112,2023-04,AL,Alabama,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,2.42389,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,710.40243,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,2.42389,million MMBtu
113,2023-04,AL,Alabama,99,All Sectors,COW,all coal products,839.424,thousand short tons,14.82595,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,52.92,dollars per short tons,2.912,dollars per million Btu,1426.10328,thousand megawatthours,17.6621,Btu per short tons,1143.034,thousand short tons,20772.20682,billion Btu,,thousand short tons,839.424,thousand short tons,14.82595,million MMBtu
114,2023-04,AL,Alabama,99,All Sectors,AOR,all renewables,0.0,thousand physical units,2.09514,million MMBtu,0.0,thousand physical units,7.80033,million MMBtu,,dollars per physical units,,dollars per million Btu,357.21419,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,9.89547,million MMBtu
115,2023-04,AL,Alabama,99,All Sectors,ALL,all fuels,0.0,thousand physical units,86.72013,million MMBtu,0.0,thousand physical units,11.30338,million MMBtu,,dollars per physical units,,dollars per million Btu,10116.80686,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,98.02351,million MMBtu
116,2023-05,AL,Alabama,99,All Sectors,ALL,all fuels,0.0,thousand physical units,98.03156,million MMBtu,0.0,thousand physical units,12.30366,million MMBtu,,dollars per physical units,,dollars per million Btu,11492.62987,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,110.33522,million MMBtu
117,2023-05,AL,Alabama,99,All Sectors,REN,renewable,244.357,thousand physical units,4.707,million MMBtu,776.261,thousand physical units,8.51094,million MMBtu,,dollars per physical units,,dollars per million Btu,1104.96141,thousand megawatthours,10.1765,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,1020.618,thousand physical units,13.21794,million MMBtu
118,2023-05,AL,Alabama,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,6.0893,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
119,2023-05,AL,Alabama,99,All Sectors,NUC,nuclear,0.0,thousand physical units,41.75096,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,3996.072,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,41.75096,million MMBtu
120,2023-05,AL,Alabama,99,All Sectors,NGO,natural gas & other gases,35806.603,thousand Mcf,36.93868,million MMBtu,3664.714,thousand Mcf,3.78908,million MMBtu,,dollars per Mcf,,dollars per million Btu,5002.9209,thousand megawatthours,1.0318,Btu per Mcf,33230.94,thousand Mcf,34295.20764,billion Btu,,thousand Mcf,39471.317,thousand Mcf,40.72776,million MMBtu
