,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units,consumption-uto,consumption-uto-units,consumption-uto-btu,consumption-uto-btu-units,cost,cost-units,cost-per-btu,cost-per-btu-units,generation,generation-units,heat-content,heat-content-units,receipts,receipts-units,receipts-btu,receipts-btu-units,stocks,stocks-units,total-consumption,total-consumption-units,total-consumption-btu,total-consumption-btu-units
558,2023-01,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,32.07352,million MMBtu,0.0,thousand physical units,0.73167,million MMBtu,,dollars per physical units,,dollars per million Btu,3739.36031,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,32.80519,million MMBtu
559,2023-01,CT,Connecticut,99,All Sectors,REN,renewable,98.821,thousand physical units,0.87205,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,97.72738,thousand megawatthours,6.842,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,98.821,thousand physical units,0.87205,million MMBtu
560,2023-02,CT,Connecticut,99,All Sectors,PET,petroleum,84.04,thousand barrels,0.52646,million MMBtu,4.644,thousand barrels,0.02714,million MMBtu,,dollars per barrels,,dollars per million Btu,36.61569,thousand megawatthours,6.2424,Btu per barrels,0.0,thousand barrels,,billion Btu,,thousand barrels,88.684,thousand barrels,0.5536,million MMBtu
561,2023-02,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,14.21846,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1360.879,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,14.21846,million MMBtu
562,2023-02,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,11630.648,thousand Mcf,12.00403,million MMBtu,540.371,thousand Mcf,0.55761,million MMBtu,,dollars per Mcf,,dollars per million Btu,1735.90353,thousand megawatthours,1.0321,Btu per Mcf,11088.709,thousand Mcf,11442.66405,billion Btu,,thousand Mcf,12171.019,thousand Mcf,12.56164,million MMBtu
563,2023-02,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.09768,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,28.62945,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09768,million MMBtu
564,2023-02,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
565,2023-02,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.6581,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,61.23843,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.6581,million MMBtu
566,2023-02,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,28.06656,million MMBtu,0.0,thousand physical units,0.58475,million MMBtu,,dollars per physical units,,dollars per million Btu,3260.28642,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,28.6513,million MMBtu
567,2023-02,CT,Connecticut,99,All Sectors,REN,renewable,83.745,thousand physical units,0.75578,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,89.86787,thousand megawatthours,6.7733,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,83.745,thousand physical units,0.75578,million MMBtu
568,2023-03,CT,Connecticut,99,All Sectors,PET,petroleum,17.55,thousand barrels,0.1084,million MMBtu,0.341,thousand barrels,0.00198,million MMBtu,,dollars per barrels,,dollars per million Btu,8.70299,thousand megawatthours,6.1696,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,17.891,thousand barrels,0.11038,million MMBtu
569,2023-03,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,16.26279,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1556.546,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,16.26279,million MMBtu
570,2023-03,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,14330.167,thousand Mcf,14.7953,million MMBtu,683.533,thousand Mcf,0.70518,million MMBtu,,dollars per Mcf,,dollars per million Btu,2102.69617,thousand megawatthours,1.0324,Btu per Mcf,13785.132,thousand Mcf,14226.98568,billion Btu,,thousand Mcf,15013.7,thousand Mcf,15.50048,million MMBtu
571,2023-03,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.11241,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,32.9452,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.11241,million MMBtu
572,2023-03,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
573,2023-03,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.66351,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,69.39141,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.66351,million MMBtu
574,2023-03,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,32.58155,million MMBtu,0.0,thousand physical units,0.70717,million MMBtu,,dollars per physical units,,dollars per million Btu,3796.90718,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,33.28872,million MMBtu
575,2023-03,CT,Connecticut,99,All Sectors,REN,renewable,82.667,thousand physical units,0.77592,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,102.33661,thousand megawatthours,6.4161,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,82.667,thousand physical units,0.77592,million MMBtu
576,2023-04,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,24.49705,million MMBtu,0.0,thousand physical units,0.58909,million MMBtu,,dollars per physical units,,dollars per million Btu,2890.66412,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,25.08614,million MMBtu
577,2023-04,CT,Connecticut,99,All Sectors,REN,renewable,79.104,thousand physical units,0.73137,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,95.5978,thousand megawatthours,6.3896,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,79.104,thousand physical units,0.73137,million MMBtu
578,2023-04,CT,Connecticut,99,All Sectors,PET,petroleum,12.144,thousand barrels,0.07481,million MMBtu,0.707,thousand barrels,0.00411,million MMBtu,,dollars per barrels,,dollars per million Btu,5.93307,thousand megawatthours,6.1415,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,12.851,thousand barrels,0.07893,million MMBtu
579,2023-04,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,10.44011,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,999.245,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,10.44011,million MMBtu
580,2023-04,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,12267.748,thousand Mcf,12.64179,million MMBtu,567.068,thousand Mcf,0.58498,million MMBtu,,dollars per Mcf,,dollars per million Btu,1755.64427,thousand megawatthours,1.0305,Btu per Mcf,11500.374,thousand Mcf,11847.37495,billion Btu,,thousand Mcf,12834.816,thousand Mcf,13.22677,million MMBtu
581,2023-04,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.08813,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,25.82881,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.08813,million MMBtu
582,2023-04,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
583,2023-04,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.64325,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,69.76898,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.64325,million MMBtu
584,2023-05,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,21.68761,million MMBtu,0.0,thousand physical units,0.57286,million MMBtu,,dollars per physical units,,dollars per million Btu,2559.93126,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,22.26046,million MMBtu
585,2023-05,CT,Connecticut,99,All Sectors,REN,renewable,102.892,thousand physical units,0.98924,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,118.42502,thousand megawatthours,7.0037,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,102.892,thousand physical units,0.98924,million MMBtu
586,2023-05,CT,Connecticut,99,All Sectors,PET,petroleum,59.506,thousand barrels,0.30613,million MMBtu,0.253,thousand barrels,0.00145,million MMBtu,,dollars per barrels,,dollars per million Btu,35.9409,thousand megawatthours,5.1469,Btu per barrels,16.192,thousand barrels,94.39936,billion Btu,,thousand barrels,59.759,thousand barrels,0.30758,million MMBtu
587,2023-05,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,9.07911,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,868.981,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,9.07911,million MMBtu
588,2023-05,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,10322.776,thousand Mcf,10.62647,million MMBtu,557.818,thousand Mcf,0.57141,million MMBtu,,dollars per Mcf,,dollars per million Btu,1501.25564,thousand megawatthours,1.0292,Btu per Mcf,11137.689,thousand Mcf,11473.89595,billion Btu,,thousand Mcf,10880.594,thousand Mcf,11.19788,million MMBtu
589,2023-05,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.08943,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,26.21134,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.08943,million MMBtu
590,2023-05,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
591,2023-05,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.89981,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,92.21368,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.89981,million MMBtu
592,2023-06,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,19.15482,million MMBtu,0.0,thousand physical units,0.56753,million MMBtu,,dollars per physical units,,dollars per million Btu,2606.31503,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,19.72236,million MMBtu
593,2023-06,CT,Connecticut,99,All Sectors,REN,renewable,90.11,thousand physical units,0.80639,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,93.87806,thousand megawatthours,6.8064,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,90.11,thousand physical units,0.80639,million MMBtu
594,2023-06,CT,Connecticut,99,All Sectors,PET,petroleum,18.454,thousand barrels,0.11394,million MMBtu,0.392,thousand barrels,0.00228,million MMBtu,,dollars per barrels,,dollars per million Btu,10.12833,thousand megawatthours,6.1669,Btu per barrels,0.535,thousand barrels,3.36355,billion Btu,,thousand barrels,18.846,thousand barrels,0.11622,million MMBtu
595,2023-06,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,0.27278,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,26.108,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.27278,million MMBtu
596,2023-06,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,16843.904,thousand Mcf,17.34772,million MMBtu,548.226,thousand Mcf,0.56525,million MMBtu,,dollars per Mcf,,dollars per million Btu,2440.76502,thousand megawatthours,1.03,Btu per Mcf,15880.539,thousand Mcf,16352.74507,billion Btu,,thousand Mcf,17392.13,thousand Mcf,17.91297,million MMBtu
597,2023-06,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.03862,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.03862,million MMBtu
598,2023-06,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
599,2023-06,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.76777,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,82.5579,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.76777,million MMBtu
600,2023-07,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.1033,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,30.27499,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.1033,million MMBtu
601,2023-07,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
602,2023-07,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.90868,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,91.02047,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.90868,million MMBtu
603,2023-07,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,35.32101,million MMBtu,0.0,thousand physical units,0.67404,million MMBtu,,dollars per physical units,,dollars per million Btu,4174.1948,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,35.99506,million MMBtu
604,2023-07,CT,Connecticut,99,All Sectors,REN,renewable,106.091,thousand physical units,1.01198,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,121.29546,thousand megawatthours,7.029,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,106.091,thousand physical units,1.01198,million MMBtu
605,2023-07,CT,Connecticut,99,All Sectors,PET,petroleum,24.571,thousand barrels,0.14255,million MMBtu,2.004,thousand barrels,0.01166,million MMBtu,,dollars per barrels,,dollars per million Btu,11.99435,thousand megawatthours,5.8028,Btu per barrels,8.539,thousand barrels,49.36256,billion Btu,,thousand barrels,26.575,thousand barrels,0.15421,million MMBtu
606,2023-07,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,15.07651,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1443.004,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,15.07651,million MMBtu
607,2023-07,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,17844.814,thousand Mcf,18.38716,million MMBtu,642.454,thousand Mcf,0.66238,million MMBtu,,dollars per Mcf,,dollars per million Btu,2559.03532,thousand megawatthours,1.0304,Btu per Mcf,16259.977,thousand Mcf,16766.74103,billion Btu,,thousand Mcf,18487.268,thousand Mcf,19.04954,million MMBtu
608,2023-08,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,33.94323,million MMBtu,0.0,thousand physical units,0.63353,million MMBtu,,dollars per physical units,,dollars per million Btu,3974.77588,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,34.57676,million MMBtu
609,2023-08,CT,Connecticut,99,All Sectors,REN,renewable,100.965,thousand physical units,0.94613,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,110.41573,thousand megawatthours,7.0008,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,100.965,thousand physical units,0.94613,million MMBtu
610,2023-08,CT,Connecticut,99,All Sectors,PET,petroleum,14.044,thousand barrels,0.08671,million MMBtu,0.001,thousand barrels,1e-05,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,6.1743,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,14.045,thousand barrels,0.08672,million MMBtu
611,2023-08,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,16.11458,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1542.36,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,16.11458,million MMBtu
612,2023-08,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,15665.285,thousand Mcf,16.11974,million MMBtu,614.642,thousand Mcf,0.63353,million MMBtu,,dollars per Mcf,,dollars per million Btu,2277.81486,thousand megawatthours,1.0291,Btu per Mcf,14573.867,thousand Mcf,14993.98911,billion Btu,,thousand Mcf,16279.927,thousand Mcf,16.75327,million MMBtu
613,2023-08,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.09742,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,28.55328,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09742,million MMBtu
614,2023-08,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
615,2023-08,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.84871,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,81.86245,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.84871,million MMBtu
616,2023-09,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,30.40517,million MMBtu,0.0,thousand physical units,0.60379,million MMBtu,,dollars per physical units,,dollars per million Btu,3572.45014,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,31.00896,million MMBtu
617,2023-09,CT,Connecticut,99,All Sectors,REN,renewable,92.341,thousand physical units,0.8107,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,91.45947,thousand megawatthours,6.5451,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,92.341,thousand physical units,0.8107,million MMBtu
618,2023-09,CT,Connecticut,99,All Sectors,PET,petroleum,20.486,thousand barrels,0.1267,million MMBtu,0.556,thousand barrels,0.00323,million MMBtu,,dollars per barrels,,dollars per million Btu,9.92973,thousand megawatthours,6.1751,Btu per barrels,0.357,thousand barrels,2.08131,billion Btu,,thousand barrels,21.042,thousand barrels,0.12994,million MMBtu
619,2023-09,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,13.70518,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1311.751,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,13.70518,million MMBtu
620,2023-09,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,14693.79,thousand Mcf,15.13245,million MMBtu,582.342,thousand Mcf,0.60056,million MMBtu,,dollars per Mcf,,dollars per million Btu,2128.32266,thousand megawatthours,1.0299,Btu per Mcf,13593.724,thousand Mcf,13996.59581,billion Btu,,thousand Mcf,15276.132,thousand Mcf,15.73301,million MMBtu
621,2023-09,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.09019,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,26.43228,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09019,million MMBtu
622,2023-09,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
623,2023-09,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.72052,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,65.02719,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.72052,million MMBtu
624,2023-10,CT,Connecticut,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,6.1697,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
625,2023-10,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,12.11961,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1159.993,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,12.11961,million MMBtu
626,2023-10,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,12304.944,thousand Mcf,12.68546,million MMBtu,574.953,thousand Mcf,0.59287,million MMBtu,,dollars per Mcf,,dollars per million Btu,1773.40439,thousand megawatthours,1.0309,Btu per Mcf,11559.132,thousand Mcf,11913.39901,billion Btu,,thousand Mcf,12879.897,thousand Mcf,13.27834,million MMBtu
627,2023-10,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.13348,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.13348,million MMBtu
628,2023-10,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
629,2023-10,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.6883,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,64.29286,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.6883,million MMBtu
630,2023-10,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,26.42149,million MMBtu,0.0,thousand physical units,0.59662,million MMBtu,,dollars per physical units,,dollars per million Btu,3083.61223,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,27.01811,million MMBtu
631,2023-10,CT,Connecticut,99,All Sectors,REN,renewable,87.097,thousand physical units,0.82178,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,103.41443,thousand megawatthours,6.626,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,87.097,thousand physical units,0.82178,million MMBtu
632,2023-11,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,22.77727,million MMBtu,0.0,thousand physical units,0.58856,million MMBtu,,dollars per physical units,,dollars per million Btu,2783.868,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,23.36583,million MMBtu
633,2023-11,CT,Connecticut,99,All Sectors,REN,renewable,81.774,thousand physical units,0.72938,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,84.10416,thousand megawatthours,6.7267,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,81.774,thousand physical units,0.72938,million MMBtu
634,2023-11,CT,Connecticut,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,6.1608,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
635,2023-11,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,6.5291,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,624.914,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,6.5291,million MMBtu
636,2023-11,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,14303.244,thousand Mcf,14.75288,million MMBtu,570.461,thousand Mcf,0.58812,million MMBtu,,dollars per Mcf,,dollars per million Btu,2028.90619,thousand megawatthours,1.0314,Btu per Mcf,13618.473,thousand Mcf,14044.78353,billion Btu,,thousand Mcf,14873.705,thousand Mcf,15.341,million MMBtu
